tv	tele,television,tv,video,テレビ,映像
weighing	weighing,重さを量る
welded	welded,溶接された
well	well,まあ
wells	wells,井戸
west	west,西
wheat	wheat,小麦
wheelbarrows	wheelbarrows,手押し車
wheelchair	wheelchair,車椅子
wheelchairs	wheelchairs,車椅子
whey	whey,ホエー
whipped	whipped,鞭打ちされた
whippers	whippers,ホイッパー
whipping	whipping,鞭打ち
whirlpool	whirlpool,渦巻き
whisks	whisks,泡立て器
whitening	whitening,美白
whites	whites,白人
whitewater	whitewater,ホワイトウォーター
wholemeal	wholemeal,全粒粉
wi	wi,ウィ
wicket	wicket,改札
wickets	wickets,改札
wicks	wicks,芯
wide	wide,広い
wiegand	wiegand,ウィーガンド
wiener	wiener,ウインナー
wiggle	wiggle,小刻みに動く
wii	wii,ウィー
wildlife	wildlife,野生動物
winch	winch,ウインチ
windbreakers	windbreakers,ウインドブレーカー
windlasses	windlasses,巻き上げ機
window	window,窓
windows	windows,窓
windscreens	windscreens,フロントガラス
windsocks	windsocks,吹き流し
winesap	winesap,ワインの樹液
winterizing	winterizing,防寒
wipers	wipers,ワイパー
wipes	wipes,ワイプ
wireless	wireless,ワイヤレス
wires	wires,ワイヤー
wiring	wiring,配線
with	with,と
woks	woks,中華鍋
woodcrafts	woodcrafts,木工品
woodear	woodear,木耳
wooden	wooden,木製
woodruff	woodruff,ウッドラフ
woodworking	woodworking,木工
wool	wool,ウール
worcestershire	worcestershire,ウスターシャー州
word	word,言葉
words	words,言葉
workbenches	workbenches,作業台
workholding	workholding,ワークホールディング
workseats	workseats,作業席
workspace	workspace,ワークスペース
workstands	workstands,ワークスタンド
workstation	workstation,ワークステーション
workstations	workstations,ワークステーション
worktables	worktables,作業台
worktop	worktop,ワークトップ
workwear	workwear,作業着
worm	worm,ワーム
wormers	wormers,ワーマー
wort	wort,麦汁
wound	wound,傷
wounds	wounds,傷
woven	woven,織られた
wrap	wrap,包む
wrapper	wrapper,ラッパー
wrappers	wrappers,ラッパー
wreath	wreath,花輪
wreaths	wreaths,花輪
wrench	wrench,レンチ
wrinkle	wrinkle,しわ
wristband	wristband,リストバンド
wristlets	wristlets,リストレット
write	write,書く
writers	writers,作家
xanthan	xanthan,キサンタン
xd	xd
xenon	xenon,キセノン
xnor	xnor,エックスナー
xor	xor,クソ
xqd	xqd
xylitol	xylitol,キシリトール
xylophone	xylophone,木琴
yacon	yacon,ヤーコン
yarn	yarn,糸
yatsuhashi	yatsuhashi,八ツ橋
yeast	yeast,酵母
yeasts	yeasts,酵母
yellow	yellow,黄色
yellowtail	yellowtail,ブリ
yogurt	yogurt,ヨーグルト
yohimbe	yohimbe,ヨヒンベ
yolks	yolks,黄身
yor	yor,あなた
youkan	youkan,ようかん
yukon	yukon,ユーコン準州
zappers	zappers,ザッパー
zener	zener,ツェナー
zesters	zesters,ゼスター
zinc	zinc,亜鉛
zip	zip,ジップ
zipline	zipline,ジップライン
zipper	zipper,ジッパー
zippers	zippers,ジッパー
zithers	zithers,ツィザーズ
ziti	ziti,ジティ
zucchini	zucchini,ズッキーニ
zurnas	zurnas,ズルナ
# ============================================================
# Electronics ブランド名
# ============================================================
sony	sony,ソニー
samsung	samsung,サムスン
apple	apple,アップル
lg	lg,エルジー
panasonic	panasonic,パナソニック
canon	canon,キヤノン,キャノン
nikon	nikon,ニコン
fujifilm	fujifilm,fuji,富士フイルム
olympus	olympus,オリンパス
pentax	pentax,ペンタックス
jvc	jvc,ジェイブイシー
bose	bose,ボーズ
jbl	jbl,ジェイビーエル
sennheiser	sennheiser,ゼンハイザー
shure	shure,シュアー
audio-technica	audio-technica,オーディオテクニカ
beats	beats,ビーツ
philips	philips,フィリップス
sharp	sharp,シャープ
toshiba	toshiba,東芝
hitachi	hitachi,日立
mitsubishi	mitsubishi,三菱
epson	epson,エプソン
brother	brother,ブラザー
hp	hp,hewlett-packard,ヒューレットパッカード
dell	dell,デル
lenovo	lenovo,レノボ
asus	asus,エイスース,アスース
acer	acer,エイサー
msi	msi,エムエスアイ
razer	razer,レイザー
logitech	logitech,ロジテック,ロジクール
microsoft	microsoft,マイクロソフト
intel	intel,インテル
amd	amd,エーエムディ
nvidia	nvidia,エヌビディア
corsair	corsair,コルセア
kingston	kingston,キングストン
sandisk	sandisk,サンディスク
western-digital	western digital,wd,ウェスタンデジタル
seagate	seagate,シーゲート
crucial	crucial,クルーシャル
buffalo	buffalo,バッファロー
elecom	elecom,エレコム
iodata	iodata,アイオーデータ
anker	anker,アンカー
belkin	belkin,ベルキン
ugreen	ugreen,ユーグリーン
baseus	baseus,ベースアス
gopro	gopro,ゴープロ
dji	dji,ディージェイアイ
# ============================================================
# ファッションブランド名
# ============================================================
nike	nike,ナイキ
adidas	adidas,アディダス
puma	puma,プーマ
reebok	reebok,リーボック
new-balance	new balance,ニューバランス
asics	asics,アシックス
mizuno	mizuno,ミズノ
under-armour	under armour,アンダーアーマー
champion	champion,チャンピオン
converse	converse,コンバース
vans	vans,バンズ
timberland	timberland,ティンバーランド
the-north-face	the north face,ノースフェイス
patagonia	patagonia,パタゴニア
columbia	columbia,コロンビア
uniqlo	uniqlo,ユニクロ
gu	gu,ジーユー
zara	zara,ザラ
hm	h&m,エイチアンドエム
gap	gap,ギャップ
levis	levis,levi's,リーバイス
wrangler	wrangler,ラングラー
lee	lee,リー
edwin	edwin,エドウィン
diesel	diesel,ディーゼル
gucci	gucci,グッチ
louis-vuitton	louis vuitton,ルイヴィトン
prada	prada,プラダ
chanel	chanel,シャネル
hermes	hermes,エルメス
coach	coach,コーチ
michael-kors	michael kors,マイケルコース
kate-spade	kate spade,ケイトスペード
tory-burch	tory burch,トリーバーチ
ralph-lauren	ralph lauren,ラルフローレン
tommy-hilfiger	tommy hilfiger,トミーヒルフィガー
calvin-klein	calvin klein,カルバンクライン
armani	armani,アルマーニ
burberry	burberry,バーバリー
# ============================================================
# Electronics 技術用語・製品タイプ
# ============================================================
lcd	lcd,液晶
led	led,エルイーディー
oled	oled,有機el
qled	qled,キューレッド
4k	4k,フォーケー,4ケー
8k	8k,エイトケー
hd	hd,ハイビジョン
fullhd	fullhd,fhd,フルhd
uhd	uhd,ウルトラhd
hdr	hdr,エイチディーアール
bluetooth	bluetooth,ブルートゥース
wifi	wifi,wi-fi,ワイファイ
wireless	wireless,ワイヤレス,無線
wired	wired,有線
usb	usb,ユーエスビー
usbc	usb-c,type-c,タイプc
hdmi	hdmi,エイチディーエムアイ
displayport	displayport,ディスプレイポート
thunderbolt	thunderbolt,サンダーボルト
ethernet	ethernet,イーサネット
ssd	ssd,ソリッドステートドライブ
hdd	hdd,ハードディスク
nvme	nvme,エヌブイエムイー
sata	sata,サタ
ddr4	ddr4,ディーディーアール4
ddr5	ddr5,ディーディーアール5
ram	ram,メモリ
cpu	cpu,プロセッサ,プロセッサー
gpu	gpu,グラフィックス
motherboard	motherboard,マザーボード
powersupply	power supply,電源ユニット
cooler	cooler,クーラー,冷却
heatsink	heatsink,ヒートシンク
fan	fan,ファン
case	case,ケース,筐体
noise-cancelling	noise cancelling,anc,ノイズキャンセリング,ノイキャン
over-ear	over-ear,オーバーイヤー
on-ear	on-ear,オンイヤー
in-ear	in-ear,インイヤー,カナル型
true-wireless	true wireless,tws,完全ワイヤレス
active	active,アクティブ
passive	passive,パッシブ
subwoofer	subwoofer,サブウーファー
tweeter	tweeter,ツイーター
woofer	woofer,ウーファー
stereo	stereo,ステレオ
surround	surround,サラウンド
dolby	dolby,ドルビー
atmos	atmos,アトモス
dts	dts,ディーティーエス
megapixel	megapixel,メガピクセル,mp
aperture	aperture,絞り
focal	focal,焦点
zoom	zoom,ズーム
autofocus	autofocus,af,オートフォーカス
stabilization	stabilization,is,手ブレ補正
mirrorless	mirrorless,ミラーレス
dslr	dslr,デジタル一眼レフ
cmos	cmos,シーモス
sensor	sensor,センサー
shutter	shutter,シャッター
iso	iso,感度
# ============================================================
# ファッション素材・スタイル用語
# ============================================================
cotton	cotton,コットン,綿
polyester	polyester,ポリエステル
nylon	nylon,ナイロン
wool	wool,ウール,羊毛
silk	silk,シルク,絹
linen	linen,リネン,麻
denim	denim,デニム
leather	leather,レザー,革
suede	suede,スエード
canvas	canvas,キャンバス
fleece	fleece,フリース
velvet	velvet,ベルベット
cashmere	cashmere,カシミヤ
mohair	mohair,モヘア
acrylic	acrylic,アクリル
spandex	spandex,スパンデックス
lycra	lycra,ライクラ
rayon	rayon,レーヨン
viscose	viscose,ビスコース
organic	organic,オーガニック
casual	casual,カジュアル
formal	formal,フォーマル
business	business,ビジネス
sporty	sporty,スポーティ
vintage	vintage,ヴィンテージ,ビンテージ
retro	retro,レトロ
classic	classic,クラシック
modern	modern,モダン
slim	slim,スリム
regular	regular,レギュラー
loose	loose,ルーズ
oversized	oversized,オーバーサイズ
fitted	fitted,フィット
stretch	stretch,ストレッチ
waterproof	waterproof,防水
breathable	breathable,通気性
insulated	insulated,保温
lightweight	lightweight,軽量
# ============================================================
# 衣類・アイテム名
# ============================================================
tshirt	t-shirt,tee,tシャツ,ティーシャツ
blouse	blouse,ブラウス
cardigan	cardigan,カーディガン
pullover	pullover,プルオーバー
hoodie	hoodie,パーカー,フーディ
sweatshirt	sweatshirt,スウェット,トレーナー
vest	vest,ベスト,チョッキ
jacket	jacket,ジャケット
blazer	blazer,ブレザー
coat	coat,コート
parka	parka,パーカ
windbreaker	windbreaker,ウィンドブレーカー
raincoat	raincoat,レインコート
trench	trench,トレンチ
bomber	bomber,ボンバー,ma-1
down	down,ダウン
puffer	puffer,パファー
dress	dress,ドレス,ワンピース
gown	gown,ガウン
romper	romper,ロンパース
jumpsuit	jumpsuit,ジャンプスーツ
skirt	skirt,スカート
miniskirt	miniskirt,ミニスカート
midi	midi,ミディ
maxi	maxi,マキシ
pleated	pleated,プリーツ
aline	a-line,aライン
pencil	pencil,ペンシル
pants	pants,trousers,パンツ,ズボン
jeans	jeans,ジーンズ,ジーパン
chinos	chinos,チノパン
slacks	slacks,スラックス
shorts	shorts,ショーツ,ショートパンツ
leggings	leggings,レギンス
joggers	joggers,ジョガーパンツ
sweatpants	sweatpants,スウェットパンツ
cargo	cargo,カーゴ
culottes	culottes,キュロット
bra	bra,ブラ,ブラジャー
panties	panties,パンティ,ショーツ
boxer	boxer,boxers,ボクサー
briefs	briefs,ブリーフ
thong	thong,ソング
camisole	camisole,キャミソール
tank-top	tank top,タンクトップ
undershirt	undershirt,アンダーシャツ
pajamas	pajamas,pyjamas,パジャマ
nightgown	nightgown,ネグリジェ
robe	robe,ローブ,バスローブ
socks	socks,ソックス,靴下
ankle-socks	ankle socks,アンクルソックス
stockings	stockings,ストッキング
tights	tights,タイツ
sneakers	sneakers,スニーカー
loafers	loafers,ローファー
oxfords	oxfords,オックスフォード
boots	boots,ブーツ
ankle-boots	ankle boots,アンクルブーツ
knee-boots	knee boots,ニーブーツ
pumps	pumps,パンプス
heels	heels,ヒール
flats	flats,フラット,フラットシューズ
sandals	sandals,サンダル
flip-flops	flip flops,ビーチサンダル
mules	mules,ミュール
espadrilles	espadrilles,エスパドリーユ
slippers	slippers,スリッパ
hat	hat,ハット,帽子
cap	cap,キャップ
beanie	beanie,ビーニー,ニット帽
beret	beret,ベレー帽
fedora	fedora,フェドラ
bucket-hat	bucket hat,バケットハット
visor	visor,サンバイザー
scarf	scarf,スカーフ
muffler	muffler,マフラー
shawl	shawl,ショール
stole	stole,ストール
gloves	gloves,グローブ,手袋
mittens	mittens,ミトン
belt	belt,ベルト
suspenders	suspenders,サスペンダー
tie	tie,ネクタイ
bowtie	bowtie,蝶ネクタイ
cufflinks	cufflinks,カフス,カフリンクス
necklace	necklace,ネックレス
pendant	pendant,ペンダント
chain	chain,チェーン
choker	choker,チョーカー
bracelet	bracelet,ブレスレット
bangle	bangle,バングル
anklet	anklet,アンクレット
ring	ring,リング,指輪
earring	earring,earrings,イヤリング
piercing	piercing,ピアス
stud	stud,studs,スタッド
hoop	hoop,フープ
dangle	dangle,ダングル
brooch	brooch,ブローチ
pin	pin,ピン
# ============================================================
# バッグ・財布
# ============================================================
handbag	handbag,ハンドバッグ
shoulder-bag	shoulder bag,ショルダーバッグ
tote	tote,トート,トートバッグ
crossbody	crossbody,クロスボディ
messenger	messenger,メッセンジャー
satchel	satchel,サッチェル
clutch	clutch,クラッチ
hobo	hobo,ホーボー
bucket-bag	bucket bag,バケットバッグ
backpack	backpack,リュック,バックパック
briefcase	briefcase,ブリーフケース
laptop-bag	laptop bag,ラップトップバッグ
duffel	duffel,ダッフル
weekender	weekender,ウィークエンダー
travel-bag	travel bag,トラベルバッグ
luggage	luggage,ラゲッジ
suitcase	suitcase,スーツケース
carry-on	carry-on,キャリーオン
wallet	wallet,ウォレット,財布
billfold	billfold,二つ折り財布
cardholder	cardholder,カードホルダー
coin-purse	coin purse,コインケース
money-clip	money clip,マネークリップ
passport-holder	passport holder,パスポートケース
keychain	keychain,キーチェーン,キーホルダー
pouch	pouch,ポーチ
makeup-bag	makeup bag,化粧ポーチ
cosmetic-case	cosmetic case,コスメケース
# ============================================================
# Electronics カテゴリ特有の製品名
# ============================================================
monitor	monitor,monitors,ディスプレイ,モニター,モニタ
display	display,ディスプレイ
screen	screen,スクリーン,画面
keyboard	keyboard,keyboards,キーボード
